key	cost	effect_bundle	category	pre_requisite_set
nanu_dynamic_ror_special_bretonnia_ally_melee_ability_heroic_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_ally_melee_ability_heroic_charge	weapon	
nanu_dynamic_ror_special_bretonnia_ally_melee_ability_hold_the_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_ally_melee_ability_hold_the_line	armour	
nanu_dynamic_ror_special_bretonnia_ally_melee_ability_stand_your_ground	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_ally_melee_ability_stand_your_ground	armour	
nanu_dynamic_ror_special_bretonnia_ally_melee_ability_valiant_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_ally_melee_ability_valiant_war_cry	weapon	
nanu_dynamic_ror_special_bretonnia_ally_melee_attribute_impetuous_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_ally_melee_attribute_impetuous_immPsy	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_all_contact_crushing_attacks_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_all_contact_crushing_attacks_ammo_type_anti_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_all_contact_dazed_attacks_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_all_contact_dazed_attacks_ammo_type_anti_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_all_contact_entangling_attacks_bonus_vs_large_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_all_contact_entangling_attacks_bonus_vs_large_ammo_type_anti_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_all_contact_frostbite_magic_attacks_ammo_type_anti_large_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_all_contact_frostbite_magic_attacks_ammo_type_anti_large_frozen	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_all_contact_searing_flaming_attacks_ammo_type_anti_large_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_all_contact_searing_flaming_attacks_ammo_type_anti_large_flaming	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_all_contact_toxic_sludge_magic_attacks_ammo_type_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_all_contact_toxic_sludge_magic_attacks_ammo_type_poison	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_charge_breaker	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_charge_breaker	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_charge_breaker_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_charge_breaker_bonus_vs_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_colossal_strike_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_colossal_strike_bonus_vs_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_frenzied_charge_bonus_vs_large_attribute_glorious_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_frenzied_charge_bonus_vs_large_attribute_glorious_charge	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_hold_the_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_hold_the_line	armour	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_immaculate_charge_bonus_vs_large_attribute_glorious_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_immaculate_charge_bonus_vs_large_attribute_glorious_charge	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_knightslayer_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_knightslayer_bonus_vs_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_thornmail	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_thornmail	armour	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_undaunted_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_undaunted_immPsy	armour	
nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_undaunted_immPsy_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_ability_undaunted_immPsy_bonus_vs_large	armour	
nanu_dynamic_ror_special_bretonnia_enemy_melee_attribute_brace	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_attribute_brace	armour	
nanu_dynamic_ror_special_bretonnia_enemy_melee_attribute_glorius_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_attribute_glorius_charge	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_melee_attribute_glorius_charge_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_melee_attribute_glorius_charge_bonus_vs_large	weapon	
nanu_dynamic_ror_special_bretonnia_enemy_powder_ability_firing_line_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_powder_ability_firing_line_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_powder_ability_firing_line_aoe_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_powder_ability_firing_line_aoe_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_expert_skirmisher_contact_suppressed_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_expert_skirmisher_contact_suppressed_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_hawkish_precision_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_hawkish_precision_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_barbed_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_barbed_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_barbed_greater_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_barbed_greater_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_fire_charge_contact_suppressed_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_fire_charge_contact_suppressed_flaming_attacks_ammo_type_flaming	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_fire_charge_greater_contact_suppressed_flaming_attacks_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_fire_charge_greater_contact_suppressed_flaming_attacks_ammo_type_flaming	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_ice_shard_contact_frostbite_magic_attacks_ammo_type_anti_large_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_ice_shard_contact_frostbite_magic_attacks_ammo_type_anti_large_frozen	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_ice_shard_greater_contact_frostbite_magic_attacks_ammo_type_anti_large_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_ice_shard_greater_contact_frostbite_magic_attacks_ammo_type_anti_large_frozen	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_piercing_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_piercing_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_piercing_greater_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_piercing_greater_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_poison_contact_potent_poison_ammo_type_anti_large_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_poison_contact_potent_poison_ammo_type_anti_large_poison	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_poison_greater_contact_potent_poison_ammo_type_anti_large_poison	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_ability_volley_poison_greater_contact_potent_poison_ammo_type_anti_large_poison	arrow	
nanu_dynamic_ror_special_bretonnia_enemy_ranged_contact_suppressed_ammo_type_anti_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_bretonnia_enemy_ranged_contact_suppressed_ammo_type_anti_large	arrow	
nanu_dynamic_ror_special_cathay_ally_ability_melee_strength_of_the_great_bastion	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_ally_ability_melee_strength_of_the_great_bastion	armour	
nanu_dynamic_ror_special_cathay_ally_ability_melee_warding_iron	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_ally_ability_melee_warding_iron	armour	
nanu_dynamic_ror_special_cathay_ally_ability_ranged_volley_fire_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_ally_ability_ranged_volley_fire_charge	arrow	
nanu_dynamic_ror_special_cathay_ally_ability_ranged_volley_fire_charge_greater	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_ally_ability_ranged_volley_fire_charge_greater	arrow	
nanu_dynamic_ror_special_cathay_enemy_ability_melee_aura_of_shielding	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_ability_melee_aura_of_shielding	armour	
nanu_dynamic_ror_special_cathay_enemy_ability_melee_chaos_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_ability_melee_chaos_armour	weapon	
nanu_dynamic_ror_special_cathay_enemy_ability_melee_disharmony	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_ability_melee_disharmony	weapon	
nanu_dynamic_ror_special_cathay_enemy_all_ability_arcane_blast_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_all_ability_arcane_blast_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_large	weapon	
nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_large_attribute_daemonic_causes_fear_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_large_attribute_daemonic_causes_fear_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_small	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_small	weapon	
nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_small_attribute_daemonic_causes_fear_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_all_death_explosion_daemonic_wrath_small_attribute_daemonic_causes_fear_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_cathay_enemy_contact_all_armour_destruction_attacks	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_contact_all_armour_destruction_attacks	weapon	
nanu_dynamic_ror_special_cathay_enemy_contact_all_disharmonious_attacks	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_cathay_enemy_contact_all_disharmonious_attacks	weapon	
nanu_dynamic_ror_special_chaos_ally_all_arcane_fire_contact_searing_ammo_type_flaming	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_all_arcane_fire_contact_searing_ammo_type_flaming	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_chaos_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_chaos_armour	armour	
nanu_dynamic_ror_special_chaos_ally_melee_ability_crush_the_weak	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_crush_the_weak	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_deadly_onslaught	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_deadly_onslaught	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_frenzy_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_frenzy_immPsy	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_murderous_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_murderous_charge	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_relentless_assault	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_relentless_assault	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_run_them_down	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_run_them_down	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_stand_or_die	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_stand_or_die	weapon	
nanu_dynamic_ror_special_chaos_ally_melee_ability_violent_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_ally_melee_ability_violent_war_cry	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_ability_arcane_blast_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_arcane_blast_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_ability_chain_lightning_contact_electrifying_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_chain_lightning_contact_electrifying_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_ability_freezing_aura_contact_freezing_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_freezing_aura_contact_freezing_attacks_ammo_type_frozen	armour	
nanu_dynamic_ror_special_chaos_enemy_all_ability_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_freezing_aura_contact_frostbite_attacks_ammo_type_frozen	armour	
nanu_dynamic_ror_special_chaos_enemy_all_ability_thunderous_aura_contact_electrifying_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_thunderous_aura_contact_electrifying_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_ability_thunderous_aura_greater_contact_electrifying_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_thunderous_aura_greater_contact_electrifying_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_ability_urannons_thunderbolt_contact_electrifying_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_ability_urannons_thunderbolt_contact_electrifying_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_armour_destruction_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_armour_destruction_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_blinding_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_blinding_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_dazed_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_dazed_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_electrifying_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_electrifying_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_exposed_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_exposed_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_freezing_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_freezing_attacks_ammo_type_frozen	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_frostbite_magic_attacks_ammo_type_frozen	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_frostbite_magic_attacks_ammo_type_frozen	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_shocking_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_shocking_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_warp_shock_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_warp_shock_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_contact_warp_zap_magic_attacks_ammo_type_lightning	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_contact_warp_zap_magic_attacks_ammo_type_lightning	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_death_explosion_arcane_medium_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_death_explosion_arcane_medium_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_all_death_explosion_arcane_small_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_all_death_explosion_arcane_small_magic_attacks_ammo_type_magic	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_aura_of_rust	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_aura_of_rust	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_aura_of_warding_attribute_encourage	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_aura_of_warding_attribute_encourage	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_blinding_radiance	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_blinding_radiance	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_frenzy_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_frenzy_immPsy	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_holy_aura_magic_attacks_ammo_type_magic	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_holy_aura_magic_attacks_ammo_type_magic	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_resplendent_armour	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_banish_daemons_resplendent_armour	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_bathed_in_blood	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_bathed_in_blood	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_beacon_of_hope	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_beacon_of_hope	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_blinding_radiance	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_blinding_radiance	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_charge_breaker	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_charge_breaker	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_chilling_aura	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_chilling_aura	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_clairvoyance	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_clairvoyance	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_colossal_strike_bonus_vs_large_magic_attacks	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_colossal_strike_bonus_vs_large_magic_attacks	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_courage_in_death_attribute_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_courage_in_death_attribute_immPsy	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_daemon_slayer_bonus_vs_large	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_daemon_slayer_bonus_vs_large	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_deadly_onslaught	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_deadly_onslaught	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_ever_burning_light_contact_blinding	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_ever_burning_light_contact_blinding	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_frenzy_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_frenzy_immPsy	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_grim_resolve_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_grim_resolve_immPsy	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_heroic_charge	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_heroic_charge	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_heroic_killing_blow	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_heroic_killing_blow	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_hold_the_line	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_hold_the_line	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_holy_aura	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_holy_aura	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_stand_or_die_atttribute_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_stand_or_die_atttribute_immPsy	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_stand_your_ground_atttribute_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_stand_your_ground_atttribute_immPsy	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_undaunted_immPsy	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_undaunted_immPsy	armour	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_valiant_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_valiant_war_cry	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_vengeful_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_vengeful_war_cry	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_vicious_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_vicious_war_cry	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_ability_violent_war_cry	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_ability_violent_war_cry	weapon	
nanu_dynamic_ror_special_chaos_enemy_melee_attribute_brace	wh2_dlc16_throt_flesh_lab_zero_cost_augments	nanu_dynamic_ror_special_chaos_enemy_melee_attribute_brace	armour	
