id	duration	effect_type	requested_stance	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
nanu_unit_passive_spurting_acid_blood	2.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_steel	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_stone	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_strength_of_the_great_bastion	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_swarm_of_rats	-1.0000	negative		false	false	0.0000	0.0000	0.0000	1.0000	2	5	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_tactical_mastery	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_tamed	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_terrifying_charge	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_terrifying_charge_enemy	15.0000	negative		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_terrifying_rampage	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_thornmail	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_undaunted	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_undying_tide	10.0000	positive		false	false	-0.0250	0.0000	0.0000	1.0000	0	0	true	0.0000	0.0000	false	0		wh3_dlc23_darkened_mist		false	true	true	0.0000			false	0.0500	0.0000	false	0.0000
nanu_unit_passive_unstable_winds	1.0000	negative		false	false	0.0000	0.0000	15.0000	1.0000	550	1	false	0.0000	-2.0000	false	0		wh3_main_tzeentch_glean_magic_debuff	wh3_main_spell_tzeentch_glean_magic	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_unstoppable_charge	15.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_unstoppable_rampage	-1.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
nanu_unit_passive_valiant_war_cry	22.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_main_character_abilities_waaagh	false	true	true	0.0000		nanu_unit_passive_valiant_war_cry	false	0.0000	0.0000	false	0.0000
nanu_unit_passive_vengeful_war_cry	22.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_main_character_abilities_waaagh	false	true	true	0.0000		nanu_unit_passive_vengeful_war_cry	false	0.0000	0.0000	false	0.0000
nanu_unit_passive_vicious_war_cry	22.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_main_character_abilities_waaagh	false	true	true	0.0000		nanu_unit_passive_vicious_war_cry	false	0.0000	0.0000	false	0.0000
nanu_unit_passive_violent_war_cry	22.0000	positive		false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence_morale	wh_main_character_abilities_waaagh	false	true	true	0.0000		nanu_unit_passive_violent_war_cry	false	0.0000	0.0000	false	0.0000
nanu_unit_passive_withering_heat	-1.0000	negative		false	false	0.0100	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc23_daemon_flask_of_ashak_enemy		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
